country,description,designation,points,price,province,region_1,region_2,variety,winery
Italy,"Oak, crushed berry and vanilla aromas take center stage on this Sicilian Pinot Nero. The palate offers ripe red cherry, prune, toasted oak, sweet baking spice and chocolate alongside drying tannins.",Nawari,88,40.0,Sicily & Sardinia,Sicilia,,Pinot Nero,Duca di Salaparuta
France,"Rounded and soft, very approachable. It has attractive raspberry fruit and lively acidity, while the structure evolves slowly to show the dry edge of tannins and smoky aftertaste. For drinking now and over 4–5 years.",Clos Genet,88,35.0,Burgundy,Santenay,,Pinot Noir,Domaine Jessiaume
US,"There's a lot of bulk grapes and wine out there, or there was three years ago, and this brand is taking advantage. The Cabernet is rich in fruit, pretty dry, light-bodied and rustic. It will nicely accompany ham, pork or chicken.",,84,5.0,California,California,California Other,Cabernet Sauvignon,Doña Sol
Italy,"Made with organically-framed fruit. The bouquet here is very distinctive with aromas of ripe blackberry, maraschino cherry, clove, ground black pepper, cured meat and polished stone. The feel it imparts in the mouth is one of softness and intensity.",Suisassi,91,120.0,Tuscany,Toscana,,Syrah,Duemani
Germany,"A hint of waxy lemon skin lends an elegant tone to this dry, refreshingly crisp Riesling. The palate is bright, with Meyer-lemon acidity and hints of wet stone and crushed rock that linger on the finish.",Kiedrich Turmberg Trocken,88,58.0,Rheingau,,,Riesling,Robert Weil
US,"Bright in cherries, orange peel, raspberry Newton and cinnamon pepper, this Pinot is racy in acidity. Finishes light and delicate. Drink now.",Mitsuko's Vineyard,87,37.0,California,Carneros,Napa-Sonoma,Pinot Noir,Clos Pegase
South Africa,"Opens with a lovely raspberry, chocolate and spice nose. Strong and solid, with deep fruit, a nicely balanced mouthfeel, and well-employed oak, this closes long and dry with mildly tangy tannins.",Old Bush Vines,88,21.0,Stellenbosch,,,Pinotage,Warwick
US,"Simple and direct, with blackberry, bacon, pepper and smoke flavors that finish soft and sweet.",,82,18.0,California,Central Coast,Central Coast,Syrah,Bin 36
US,"This outstanding Walla Walla boutique has established a track record for consistent improvement, and the white wines are best of show. Once again this 2006 blend is smooth, round and richly endowed with mixed stone fruits. Lovely aromas build a dense cloud of complex fruit, toast and caramel scents around the glass; once in the mouth the full-bodied fruit takes hold with lychee, peach and stone fruits. Immaculate and persistent, this stunning wine just keeps on coming.",Sémillon-Sauvignon Blanc,92,25.0,Washington,Columbia Valley (WA),Columbia Valley,White Blend,Buty
Spain,"For a rosado cava, this offers nice fruit, balance and complexity. The nose is pure cherry and raspberry, but in subdued doses. Meanwhile, it's zesty, foamy and fresh in the mouth, with nectarine, plum, strawberry and prickle. Perfectly nice for everyday quaffing.",Cordon Rosado Brut,87,12.0,Catalonia,Cava,,Sparkling Blend,Freixenet
Italy,"Deep and plummy on the nose, this fine Dolcetto delivers bass notes of earth and chocolate on the palate, with lingering notes of coffee and anise on the finish.",Vigna Tecc,89,26.0,Piedmont,Dolcetto di Dogliani,,Dolcetto,Poderi Luigi Einaudi
US,"An inventive blend of Catawba and Marachel Foch, a French-American hybrid between Goldriesling and an American vine called vitis riparia, this rosé has a heavily perfumed nose and a slightly clumsy combination of sweetness and spicy red. Still, the wine has a fresh finish and some structure that recommends it to myriad food pairings.",J-W,84,13.0,Iowa,Iowa,,Rosé,Jasper
US,"This ripe Cabernet brims with forward flavors of blackberries, black currants, cola and smoky oak. This is soft enough to drink now, but the firm tannins will play against a great grilled steak, especially with a blue cheese sauce.",Estate,88,50.0,California,Chiles Valley,Napa,Cabernet Sauvignon,RustRidge
US,"This is all Birch Creek vineyard fruit, barrel fermented and put through full malolactic. It's soft, fleshy and buttery, with good ripe light tropical fruit, lots of barrel flavor, and enough acid to support it all. Both Rulo Chardonnays are perfect expressions of their style—one oaked, one unoaked—each in fine balance and proportion.",Birch Creek Vineyard,91,20.0,Washington,Walla Walla Valley (WA),Columbia Valley,Chardonnay,Rulo
Italy,"This lively, affordable Soave has opening and closing notes of apple, pear and wet stones. The wine is nicely poised—it has crisp acidity, yet a smooth, evenly textured mouthfeel. It finishes bright and long. This would pair well with a shrimp risotto. Best Buy.",,88,12.0,Veneto,Soave Classico Superiore,,White Blend,Gini
France,"Intense, rich and creamy, this effortlessly balances the wood influence with the apricot and white peach flavors. It demonstrates the opulence of the year while remaining structured. Developing well, this is almost ready to drink now.",,89,26.0,Burgundy,Montagny,,Chardonnay,Domaine Faiveley
US,"Really too lean and watery to recommend, although it's clean and dry.",Alchemy,82,13.0,California,Mendocino,Mendocino/Lake Counties,Sauvignon Blanc,Hidden Cellars
US,"A difficult wine made problematic by the vintage. The cherry fruit tastes overtly sweet, and I suspect there's some residual sugar, the tradeoff for keeping alcohol moderate. Most unfortunate, because everything else works.",Rochioli Vineyard,83,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Castalia
New Zealand,"Crisp without being overly racy, this mostly tank-fermented Chardonnay features bright, citrusy fruit with just hints of oak. A food-friendly style at an affordable price. Imported by Lauber Imports.",,86,13.0,Marlborough,,,Chardonnay,Oyster Bay
Italy,"Ripe black-skinned fruit, chocolate and cake spice aromas pave the way for this powerfully built wine. The brawny palate doles out raisin, blackberry jam, licorice and pipe tobacco alongside firmly knit, ripe tannins. Drink 2018–2024.",Le Origini Riserva,90,65.0,Veneto,Amarone della Valpolicella Classico,,Red Blend,Bolla
US,"This is a new winery for me, and it's a promising start. The wine is decadently rich in cassis, cherries, milk chocolate and vanilla flavors, but it has the structural integrity of a fine wine. While acidity is soft, the tannins have the grip of cherry skins, while oak adds its own tannic complexities.",Mountain Cuvee,88,28.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Hans Fahden
US,"Silky on the palate, this offers exotic aromas of orange blossom and spicy cardamom. Juicy in fresh cherry, it combines structured elegance and plenty of power, amid a mouthwatering quality that's seductively delicious and yet just begs the question of how much more nuanced the flavors will be in time. Drink through 2022.",Williams Selyem Estate Vineyard,95,105.0,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
Italy,"Rusciano is a new wine from Valle dell'Acate (a blend of native Sicilian varieties and Syrah) that shows very ripe characteristics of cherry, raspberry and spice. You can taste the mature black fruit here thanks to the wine's chewy, succulent density.",Rusciano,88,30.0,Sicily & Sardinia,Sicilia,,Red Blend,Valle dell'Acate
US,"The fruit stars in this Rhône red blend. It's all summer-sweet raspberries, cherry compote infused with milk chocolate and a trickle of cassis, drizzled with vanilla and smoked in oak barrels. The wine is very soft, yet with enough acidity to provide balance and freshness.",Diosa,91,50.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Summerwood
France,"This has apricot and pear flavors, plus a nutmeg hint and intense, refreshing acidity.",Château de Rully Cuvée R. de Ternay,89,30.0,Burgundy,Rully,,Chardonnay,Antonin Rodet
Romania,"Sweet flower and cherry aromas perfume this dry, berry-tinged Sauvignon Blanc. It's refreshing and quaffable, and it offers bright acidity and just a hint of green that lingers on the finish.",Dreamfish,85,7.0,Recas,,,Sauvignon Blanc,Cramele Recas
US,"There is just the slightest trace of sweetness in this rosé of Cabernet Franc, and it's perfectly positioned to round out the dusty tannins. The fruit mixes together brambly berry and blue plum, with a rich and lingering finish. A compelling wine given its humble aspirations.",Rosé of Cabernet Franc,90,16.0,Washington,Columbia Valley (WA),Columbia Valley,Rosé,Trust
US,"Way too ripe and soft for balance, this Cab is almost Porty. It has simple, sugary flavors of blackberry and cherry pastries.",,82,65.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Taylor
Austria,"The addition of Cabernet Sauvignon, despite the warm year, leaves the Zweigelt tasting green. There is a distinct vegetal character here, which also comes through in dry tannins. Maybe 2–3 years will help.",Zweigelt & More,84,36.0,Burgenland,,,Red Blend,Feiler-Artinger
New Zealand,"The bottle may not be traditional, but what's inside is typical Marlborough Sauvignon Blanc, loaded with upfront passion fruit and hints of bell pepper. It fades a bit quickly on the finish, but it's a plump, medium-bodied example of the type and nicely balanced for the price.",,87,12.0,Marlborough,,,Sauvignon Blanc,Silver Birch
Italy,"A luminous Grigio, with fruit and nut characteristics layered over melon and citrus. Lean and fresh in the mouth— albeit a little light—with a zesty finish. Imported by Zonin USA.",Terre Palladiane,85,8.0,Northeastern Italy,Delle Venezie,,Pinot Grigio,Zonin
France,An attractive wine with black currant fruit. It walks a tight balance between fresh fruit and dry structure. Just right for the red meats in its name.,The Pairing Collection Chops & Burgers,86,10.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Barton & Guestier
Spain,"Nectarine and white peach aromas are pithy, pointed and briny like sea water. This feels citrusy and pulpy, while zesty citric flavors of grapefruit, scallion and green herbs finish with residual pithy briny notes.",Barranc Dels Closos,86,26.0,Catalonia,Priorat,,White Blend,Mas Igneus
Portugal,"In the smooth, polished style of other wines in the Cistus range from Quinta de Val da Perdiz, this wine has mint aromas, licorice and some bitter chocolate flavors, rounded and burnished with new wood flavors. It needs aging—maybe 4 or 5 years.",Grande Reserva,89,30.0,Douro,,,Portuguese Red,Cistus
Italy,"Here's an informal and fresh Italian rosé with a sweet component that is evident both on the nose and in the mouth. You'll recognize rose, sweet berry fruit and a touch of cherry candy.",Rosa Chiara Rosé,83,16.0,Piedmont,Piedmont,,Cortese,La Scolca
US,"Subtle notes of peanut shell, brioche, wet wool and apple juice form the nose, leading to a palate that veers toward the light side, tasting a bit washed out.",,83,17.0,Massachusetts,Southeastern New England,,Pinot Gris,Running Brook
France,"A finely structured wine that has firm tannins to go with the ripe juicy red fruits. Bitter cherry and crisp acidity fit easily together, while the dry core comes out strongly in the aftertaste.",Château de Nervers,88,,Beaujolais,Brouilly,,Gamay,Georges Duboeuf
Portugal,"A properly fruity 10-year-old tawny, balancing ripe fruit against fine, nutty character. It is fresh, on the sweet side, keeping a good layer of acidity.",Soalheira 10-Year-Old Tawny,87,35.0,Port,,,Port,Borges
Italy,"Luminous and bright, with an intense bouquet of citrus and yellow rose, this pretty Italian sparkler keeps the palate refreshed and clean. The finish is dry, crisp and zesty.",Brut,88,30.0,Lombardy,Franciacorta,,Sparkling Blend,Ronco Calino
US,"An extraordinary wine, among the greatest Cabs in Flora Springs' long history. One hundred percent varietal, and made from a single clone, it shows fabulous density and serious weight, with dramatically rich blackberry, currant and cedar flavors anchored by a firm minerality. For all its power, the wine is balanced and elegant. An ager, it will drink well for at least a decade.",Rennie Reserve,96,100.0,California,St. Helena,Napa,Cabernet Sauvignon,Flora Springs
